carl-Time,carl-Velocity,carl-SOC,carl=Air Drag,carl-Hill Climb,carl-Rolling Resistance,carl-Angle,carlos-Time,carlos-Velocity,carlos-SOC,carlos=Air Drag,carlos-Hill Climb,carlos-Rolling Resistance,carlos-Angle,carson-Time,carson-Velocity,carson-SOC,carson=Air Drag,carson-Hill Climb,carson-Rolling Resistance,carson-Angle
0.0067217381944444455,54.0,49.91439090392961,4.268572623000002,0.0,1.7971758449644972,0.0,0.0063679625,57,49.9027624383635,4.7560330768611125,0.0,1.7971758449644974,0.0,0.0090743465625,40.0,49.96541636542343,2.3421523308641974,0.0,1.7971758449644972,0.0
0.013769774359492991,51.5,49.471691401756,3.8824834497091056,18.32727421944301,1.7971758449644972,4.1506738919999995,0.012735925,57,49.43897939233811,4.7560330768611125,18.32727421944301,1.7971758449644974,4.1506738919999995,0.0187536495625,37.5,49.57317317523031,2.0585323220486123,18.327274219443016,1.7971758449644974,4.1506738919999995
0.0184075792562143,61.0,49.383404002387415,4.245430952252866,0.0,1.400739996745033,-3.892455951,0.017699189889473686,57,49.36319129283085,3.706908133262445,0.0,1.4007399967450327,-3.892455951,0.024772928258244682,47.0,49.526726135119155,2.520332430402198,0.0,1.4007399967450327,-3.892455951
0.023693606380486145,51.5,49.290952575748385,2.911862587549237,1.7667956647617096,1.3478818838471542,0.5330551386,0.022475161764912283,57,49.25492720830154,3.5670248079734086,1.7667956647617096,1.3478818838471545,0.5330551386,0.03203240550891135,37.5,49.47211694246896,1.5438992416782416,1.7667956647617096,1.3478818838471545,0.5330551386
0.025268709930486147,61.0,49.260968175959604,1.441844474505758,0.0,0.4757230178138449,-1.208114101,0.024160798897368423,57,49.22918785374911,1.2589499321873707,0.0,0.475723017813845,-1.208114101,0.03407668883976241,47.0,49.456342476014406,0.8559619575875352,0.0,0.4757230178138449,-1.208114101
0.02734454084344911,54.0,49.2274626564017,1.318235662968,0.3533708180022075,0.5550101874082252,0.25891820379999997,0.026127375551754387,57,49.19209119041348,1.4687749207760743,0.3533708180022075,0.5550101874082253,0.25891820379999997,0.036879060572262416,40.0,49.438594819564685,0.7233117492279835,0.35337081800220743,0.5550101874082252,0.25891820379999997
0.029619690415580262,61.0,49.18415185670851,2.0826642408693923,0.0,0.6871554701480469,-0.6273579226,0.028562184742982458,57,49.154912122728135,1.8184832353089635,0.0,0.6871554701480468,-0.6273579226,0.03983191427226242,47.0,49.41580947913126,1.236389494243613,0.0,0.6871554701480467,-0.6273579226
0.03449112717674531,51.5,49.09618034955302,2.6834812079029056,1.7667820960800618,1.2421656575562718,0.5784185719,0.032963570588596496,57,49.05236816614561,3.2872581560850382,1.7667820960800622,1.242165657556272,0.5784185719,0.04652202075759575,37.5,49.36271218760954,1.4228091049537046,1.7667820960800624,1.2421656575562725,0.5784185719
0.037911497668007436,51.5,48.99563714917613,1.8841463796755624,3.179305175862684,0.8721588657857468,1.482574284,0.03605390533070176,57,48.94159324596009,2.308074875130889,3.179305175862684,0.8721588657857468,1.482574284,0.05121932956559575,37.5,49.286655138630636,0.9989936267013896,3.179305175862683,0.8721588657857469,1.482574284
0.03977715430004628,51.5,48.91898904783396,1.0277162073388593,2.8244842434257422,0.4757230178138449,2.415154899,0.0377395424631579,57,48.859364206539155,1.2589499321873707,2.824484243425743,0.475723017813845,2.415154899,0.05378149800692908,37.5,49.22336311987234,0.5449056146932874,2.8244842434257427,0.4757230178138449,2.415154899
0.04333572157967591,54.0,48.87366658520567,2.2598325652560005,0.0,0.9514460356276896,-0.1510362972,0.04111081672807018,57,48.80788549743432,2.517899864374741,0.0,0.95144603562769,-0.1510362972,0.058585563834429075,40.0,49.20505413686009,1.2399629987687244,0.0,0.9514460356276898,-0.1510362972
0.046048399915741486,61.0,48.82202678557029,2.4831765949404536,0.0,0.8193007528878682,-3.3288000839999996,0.044013858456140365,57,48.76355660903924,2.1681915498418523,0.0,0.8193007528878682,-3.3288000839999996,0.06210627401528015,47.0,49.17788700018882,1.4741567047093418,0.0,0.8193007528878682,-3.3288000839999996
0.04792653264722297,54.0,48.7910391965821,1.1926894098000005,0.3533700185806508,0.5021520745103468,0.28617231989999997,0.045793142096491234,57,48.72931988996522,1.3288915954870375,0.3533700185806508,0.5021520745103469,0.28617231989999997,0.06464175320278015,40.0,49.16115652544673,0.6544249162139918,0.3533700185806508,0.5021520745103468,0.28617231989999997
0.0499994844608152,51.5,48.71919580319728,1.1419068971620248,2.4722576428099834,0.528581130959286,1.9023623859999998,0.04766607224385965,57,48.65127545427002,1.398833258131556,2.4722576428099834,0.528581130959286,1.9023623859999998,0.06748860702678015,37.5,49.10415322382332,0.6054506830555559,2.4722576428099834,0.5285811309592862,1.9023623859999998
0.05262465704442176,61.0,48.66922180354409,2.403074124426372,0.0,0.7928716964389291,-2.89743123,0.050475467464912285,57,48.60837653001153,2.098249887197334,0.0,0.7928716964389291,-2.89743123,0.07089574591188652,47.0,49.07786244639634,1.4266032627943706,0.0,0.7928716964389292,-2.89743123
0.057081503442480024,51.5,48.57159906929967,2.4550998282565746,2.4733258560235782,1.1364494312653897,0.8850745943,0.05450226728070176,57,48.497421554803296,3.007491504196667,2.4733258560235782,1.1364494312653897,0.8850745943,0.07701648163188654,37.5,49.01214590943061,1.3017189682291674,2.4733258560235782,1.13644943126539,0.8850745943
