carson-Time,carson-Velocity,carson-SOC,carson=Air Drag,carson-Hill Climb,carson-Rolling Resistance,carson-Angle
0.00615209936440678,59,49.916614267576435,5.095645164836421,0.0,1.7971758449644974,0.0
0.012576415514849257,56.5,49.477546964256796,4.672959861375772,18.327274219443012,1.7971758449644972,4.150673892
0.016862871555758347,66,49.38808591223004,4.969926693903114,0.0,1.400739996745033,-3.892455951
0.021681108669032684,56.5,49.29835863473171,3.5047198963536816,1.7667956647617096,1.3478818838471545,0.5330551386
0.023136886192517532,66,49.267975635926895,1.6878996320739268,0.0,0.47572301781384496,-1.208114101
0.02503679923150058,59,49.235156743377566,1.573655124414132,0.35337081800220743,0.5550101874082253,0.2589182038
0.02713958898756119,66,49.19127018955013,2.4380772462314084,0.0,0.6871554701480468,-0.6273579226
0.03157992515039305,56.5,49.10580917277901,3.2298399042051282,1.7667820960800622,1.242165657556272,0.5784185719
0.03469760798756119,56.5,49.00702865713975,2.2677599323288953,3.179305175862683,0.8721588657857468,1.482574284
0.03639816226278243,56.5,48.93134202020015,1.2369599633810815,2.8244842434257422,0.4757230178138449,2.415154899
0.039655156044138364,59,48.887196632443796,2.6976944991962064,0.0,0.9514460356276899,-0.1510362972
0.04216232844565351,66,48.83487035672526,2.906938255189631,0.0,0.8193007528878683,-3.328800084
0.04388129738633148,59,48.804504001697445,1.4237832083380662,0.35337001858065076,0.5021520745103469,0.2861723199
0.04577080213677396,56.5,48.73372890209336,1.3743999594553582,2.472257642809983,0.528581130959286,1.902362386
0.048197098009501234,66,48.68309057074672,2.8131660537493346,0.0,0.7928716964389292,-2.89743123
0.052259533221890614,56.5,48.587764668130305,2.954959912056574,2.4733258560235774,1.1364494312653897,0.8850745943
0.06329712325917874,59,48.438160854060726,9.142186914332658,0.0,3.2243448986535945,-0.4011071656
0.06698165752289556,56.5,48.35416704545665,2.6800799211954303,2.1200206220863094,1.0307332054696328,0.8364512322
0.06842921031459047,59,48.33454687312074,1.198975332960493,0.0,0.42286490471791627,-0.3398284709
0.0704511235418632,66,48.29234826366521,2.3443050447911125,0.0,0.6607264136991077,-1.087333306
0.07158482639212868,56.5,48.26541708625369,0.8246399756732149,0.7066604681402385,0.31714867857557166,0.9061443261
0.07696991493018178,56.5,48.15515767774308,3.917039883932807,2.4734530143579283,1.506456223035915,0.6677107369
0.08028585262260603,66,48.085951958242326,3.844660273106076,0.0,1.0835913183675114,-0.9282415862
0.08198425973321209,66,48.05050512630601,1.9692162372731863,0.0,0.5550101874082254,-1.294379586
0.08442700506880531,59,48.01739608549449,2.0232708740461898,0.0,0.713584526596986,-0.2013813668
0.08709593052789621,66,47.96169392103216,3.0944826580702243,0.0,0.872158865785747,-1.647218539
0.0898357124163918,56.5,47.87424495471888,1.992879941467751,2.8260271762429063,0.7664426399899897,1.49960763
0.09236892980283247,59,47.83990965311784,2.098206833488083,0.0,0.7400135835410506,0.0
0.09852102916723925,59,47.756523920694285,5.095645164836421,0.0,1.7971758449644974,0.0
0.10494534531768172,56.5,47.317456617374646,4.672959861375772,18.327274219443012,1.7971758449644972,4.150673892
0.10923180135859081,66,47.22799556534788,4.969926693903114,0.0,1.400739996745033,-3.892455951
0.11405003847186515,56.5,47.13826828784956,3.5047198963536816,1.7667956647617096,1.3478818838471545,0.5330551386
0.11550581599535,66,47.107885289044745,1.6878996320739268,0.0,0.47572301781384496,-1.208114101
0.11740572903433305,59,47.07506639649541,1.573655124414132,0.35337081800220743,0.5550101874082253,0.2589182038
0.11950851879039366,66,47.03117984266798,2.4380772462314084,0.0,0.6871554701480468,-0.6273579226
0.12394885495322552,56.5,46.94571882589686,3.2298399042051282,1.7667820960800622,1.242165657556272,0.5784185719
0.12706653779039367,56.5,46.84693831025759,2.2677599323288953,3.179305175862683,0.8721588657857468,1.482574284
0.1287670920656149,56.5,46.77125167331799,1.2369599633810815,2.8244842434257422,0.4757230178138449,2.415154899
0.13202408584697084,59,46.72710628556164,2.6976944991962064,0.0,0.9514460356276899,-0.1510362972
0.134531258248486,66,46.674780009843104,2.906938255189631,0.0,0.8193007528878683,-3.328800084
0.13625022718916396,59,46.64441365481529,1.4237832083380662,0.35337001858065076,0.5021520745103469,0.2861723199
0.13813973193960644,56.5,46.57363855521121,1.3743999594553582,2.472257642809983,0.528581130959286,1.902362386
0.1405660278123337,66,46.52300022386457,2.8131660537493346,0.0,0.7928716964389292,-2.89743123
0.1446284630247231,56.5,46.42767432124815,2.954959912056574,2.4733258560235774,1.1364494312653897,0.8850745943
0.15566605306201123,59,46.278070507178576,9.142186914332658,0.0,3.2243448986535945,-0.4011071656
0.15935058732572804,56.5,46.19407669857449,2.6800799211954303,2.1200206220863094,1.0307332054696328,0.8364512322
0.16079814011742297,59,46.174456526238586,1.198975332960493,0.0,0.42286490471791627,-0.3398284709
0.16282005334469568,66,46.13225791678306,2.3443050447911125,0.0,0.6607264136991077,-1.087333306
0.16395375619496116,56.5,46.105326739371534,0.8246399756732149,0.7066604681402385,0.31714867857557166,0.9061443261
0.16933884473301425,56.5,45.99506733086092,3.917039883932807,2.4734530143579283,1.506456223035915,0.6677107369
0.1726547824254385,66,45.92586161136017,3.844660273106076,0.0,1.0835913183675114,-0.9282415862
0.17435318953604456,66,45.89041477942385,1.9692162372731863,0.0,0.5550101874082254,-1.294379586
0.17679593487163778,59,45.85730573861233,2.0232708740461898,0.0,0.713584526596986,-0.2013813668
0.1794648603307287,66,45.80160357415,3.0944826580702243,0.0,0.872158865785747,-1.647218539
