0.3629738625,0
0.3629738625,4.150673892
0.2829060987,-3.892455951
0.2722303969,0.5330551386
0.09608131655,-1.208114101
0.1120948693,0.2589182038
0.1387841239,-0.6273579226
0.2508789932,0.5784185719
0.1761490803,1.482574284
0.09608131655,2.415154899
0.1921626331,-0.1510362972
0.1654733785,-3.328800084
0.1014191675,0.2861723199
0.1067570184,1.902362386
0.1601355276,-2.89743123
0.2295275895,0.8850745943
0.6512178122,-0.4011071656
0.2081761859,0.8364512322
0.08540561471,-0.3398284709
0.133446273,-1.087333306
0.06405421104,0.9061443261
0.3042575024,0.6677107369
0.2188518877,-0.9282415862
0.1120948693,-1.294379586
0.1441219748,-0.2013813668
0.1761490803,-1.647218539
0.1547976767,1.49960763
0.1494598258,0
